OGNTsort	BCV	Pre	OGNTa	PM	Post	Lemma	RMAC	Gloss	中文	OTquotation	LN	sn
054769	Joh 7:45		πρὸς			πρός	PREP	to	到那裡	-	84.18	04314
054770	Joh 7:45		τοὺς			ὀ	T-APM	the	-	-	92.24	03588
054771	Joh 7:45		ἀρχιερεῖς			ἀρχιερεύς	N-APM	chief priests	祭司長	-	53.88	00749
054772	Joh 7:45		καὶ			καί	CONJ	and	-	-	89.92	02532
054773	Joh 7:45		Φαρισαίους	,		Φαρισαῖος	N-APM	Pharisees	法利賽人	-	11.49	05330
054774	Joh 7:45		καὶ			καί	CONJ	and	-	-	89.87	02532
054775	Joh 7:45		λέγω			εἶπον	V-AAI-3P	said	問	-	33.69	03004
054776	Joh 7:45		αὐτοῖς			αὐτός	P-DPM	to them	對他們	-	92.11	00846
054777	Joh 7:45		ἐκεῖνοι	·		ἐκεῖνος	D-NPM	that	他們	-	92.3	01565
054778	Joh 7:45		Διὰ			διά	PREP	Because of	因為	-	89.26	01223
054779	Joh 7:45		τί			τίς	I-ASN	why	甚麼	-	92.14	05101
054780	Joh 7:45		οὐκ			οὐ	PRT-N	not	沒	-	69.3	03756
054781	Joh 7:45		ἠγάγετε			ἄγω	V-AAI-2P	did you bring	你們帶來	-	15.165	00071
054782	Joh 7:45		αὐτόν	;		αὐτός	P-ASM	Him?	他	-	92.11	00846
054783	Joh 7:46		Ἀπεκρίθησαν			ἀποκρίνω	V-AMI-3P	Answered	回答	-	33.184	00611
054784	Joh 7:46		οἱ			ὀ	T-NPM	the	-	-	92.24	03588
054785	Joh 7:46		ὑπηρέται	·		ὑπηρέτης	N-NPM	officers	警衛	-	35.2	05257
054786	Joh 7:46		Οὐδέποτε			οὐδέποτε	ADV	Never	從來沒有	-	67.1	03763
054787	Joh 7:46		ἐλάλησεν			λαλέω	V-AAI-3S	spoke	說話	-	33.7	02980
054788	Joh 7:46		οὕτως			οὕτω, οὕτως	ADV	like this	這樣	-	61.9	03779
054789	Joh 7:46		ἄνθρωπος	.		ἄνθρωπος	N-NSM	a man	人	-	9.1	00444
054790	Joh 7:47		Ἀπεκρίθησαν			ἀποκρίνω	V-AMI-3P	Answered	問	-	33.184	00611
054791	Joh 7:47		οὖν			οὖν	CONJ	therefore	於是	-	89.5	03767
054792	Joh 7:47		αὐτοῖς			αὐτός	P-DPM	them	對他們	-	92.11	00846
054793	Joh 7:47		οἱ			ὀ	T-NPM	the	-	-	92.24	03588
054794	Joh 7:47		Φαρισαῖοι	·		Φαρισαῖος	N-NPM	Pharisees	法利賽人	-	11.49	05330
